Filename,Title,Authors,Year,Summary
PMC_1250_5.pdf,Study protocol for design of a personalized dietary supplement based on the gut microbiota of Alzheimer's patients and evaluation of its effects in a pilot randomized controlled trial,Sara Clemente-Velasco; Beatriz de Lucas; Mariangela Tabone; Carlo Bressa; María del Rocío González-Soltero; Sara Martínez-López; María Bailén; Diego Domínguez-Balmaseda; Nazareth Castellanos; Gustavo G. Diez; Fuensanta Noguera-Perea; Juan Marín-Muñoz; Pilar Sánchez-Alonso; Ana Isabel Rey; Beatriz G. Gálvez; Mar Larrosa,2025,"This study aims to develop a personalized dietary supplement for Alzheimer's disease patients by integrating microbiota, clinical, and dietary data using artificial intelligence and network analysis. It also plans to assess the short-term effects of the supplement on microbiota composition, function, and plasma metabolomics to identify modifiable biomarkers."
PMC_1250_6.pdf,Multi-connectomics underpin emotional dysfunction in mouse exposed to simulated space composite environment,Rong Liang; Tianyu Fang; Ling Wang; Jing Ren; Lianghui Meng; Meiling Zhao; Chenguang Zheng; Qiuyun Fan; Yuanyuan Chen; Jiajia Yang; Dong Ming,2025,"This study investigates the impact of simulated space flight conditions on the mouse brain, including behavioral changes, brain structure and function, neural activity, and gene expression. The researchers observed a reduction in gray matter volume, particularly in the prefrontal cortex, disruptions in multi-scale functional connectivity, and time-dependent changes in neural activity in the medial prefrontal cortex during emotional tasks. The findings provide insights into the neurobiological mechanisms underlying emotional changes during extended space missions."
PMC_1250_7.pdf,Evaluating generative AI tools for visual communication design using the CoCoSo method under interval valued spherical fuzzy environment,Huiying Sun; Shunli Liu,2025,"This paper presents a robust multi-criteria decision-making (MCDM) approach to analyze the comparative efficiency of prevalent tools of generative AI based on the combined compromise solution (CoCoSo) approach in an interval-valued (IVSF) spherical fuzzy framework. The IVSF framework is used to reflect the differences in how much or how little an expert would like to assign a particular degree of membership, non-membership, or abstinence. The proposed IVSF-CoCoSo approach identifies DeepArt as the most relevant tool, as it achieves a higher rate of creativity improvement, yields the best results in terms of output quality, and offers customization. The study provides practical knowledge to designers, researchers, and other stakeholders who aim to implement generative AI in visual communication processes successfully."
PMC_1250_8.pdf,Toward a unified taxonomy of information dynamics via Integrated Information Decomposition,Pedro A. M. Mediano; Fernando E. Rosas; Andrea I. Luppi; Robin L. Carhart-Harris; Daniel Bor; Anil K. Seth; Adam B. Barrett,2025,"This paper introduces the Integrated Information Decomposition (ID) framework, which provides a comprehensive way to disentangle and characterize the information dynamics of complex multivariate systems. ID reveals previously unreported modes of collective information flow and allows expressing well-known measures of information transfer, information storage, and dynamical complexity as aggregates of these modes, overcoming known theoretical shortcomings. The framework is validated using computational models and examples from over 1,000 biological, social, physical, and synthetic dynamical systems, leading to a better understanding of dynamical complexity across disciplines."
PMC_1250_9.pdf,Metabolic syndrome increases the risk of suicide attempt: evidence from a population-based cohort and genomic analysis,Zhengyang Zhao; Min Xie; Shiwan Tao; Qiuyue Lv; Jiashuo Zhang; Jia Cai; Yunjia Liu; Yunqi Huang; Siyi Liu; Yulu Wu; Qiang Wang,2025,"This study explored the association between metabolic syndrome (MetS) and suicide attempt using data from the UK Biobank. The researchers found that the presence of MetS significantly increased the risk of suicide attempt, even in participants without traditional suicide risk factors. Genetic analyses also suggested a significant genetic correlation between MetS and suicide attempt. These findings highlight MetS as a potential objective indicator for monitoring suicide risk, and addressing MetS may offer an avenue for improved suicide management."
ProQuestDocuments_2025.pdf,QUANTITY PROCESSING IN DEAF AND HARD OF HEARING CHILDREN: EVIDENCE FROM SYMBOLIC AND NONSYMBOLIC COMPARISON TASKS,"Rodríguez- Santos, José Miguel; Calleja, Marina; García-Orza, Javier; Iza, Mauricio; Damas, Jesús",2024,"The study examines the numerical processing abilities of deaf and hard of hearing children compared to their hearing peers. It uses symbolic (Arabic digits) and nonsymbolic (dot constellations and hands) magnitude comparison tasks to investigate whether deaf children show deficits in numerical representations or in accessing these representations. The results suggest that while both groups have similar quantity representations, the deaf group experiences a delay in accessing representations from symbolic codes."
Re_2014.pdf,Response to Specific Training for Students With Different Levels of Mathematical Difficulties,Anna M. Re; Martina Pedron; Patrizio E. Tressoldi; Daniela Lucangeli,2014,"This study examined the efficacy of specific, individualized training for students with different levels of mathematical difficulties. 54 students with severe or mild math difficulties were assigned to individualized training or a control condition. Students in the individualized training condition (both with dyscalculia and with mild math difficulties) outperformed the control groups after the training and at a later follow-up in almost all math components."
rousselle_2008.pdf,Mental Arithmetic in Children With Mathematics Learning Disabilities: The Adaptive Use of Approximate Calculation in an Addition Verification Task,Laurence Rousselle; Marie-Pascale Noël,2008,"The study examines the adaptive use of approximate calculation in an addition verification task among children with mathematics learning disabilities (MD), typically achieving third graders, and typically achieving second graders. The results show that the typically achieving groups were sensitive to answer plausibility and used approximate calculation, while children with MD did not exhibit this sensitivity and did not use approximate calculation effectively. The study discusses different hypotheses to account for these findings."
Sadri_2014.pdf,The effect of basic neuropsychological interventions on performance of students with dyscalculia,Salar Faramarzi; Sima Sadri,2014,"The study examines the effectiveness of basic neuropsychological interventions in improving mathematics performance of girl students with dyscalculia (mathematics learning disabilities) in Isfahan, Iran. The results show a significant difference in the mathematics performance of the experimental and control groups, indicating that neuropsychological interventions can improve mathematics performance of students with dyscalculia."
swanson_2014.pdf,The Effects of Mathematics Strategy Instruction for Children With Serious Problem-Solving Difficulties,H. LEE SWANSON; MICHAEL J. OROSCO; CATHY M. LUSSIER,2014,"This study investigated the role of strategy instruction on solution accuracy in children with and without serious math difficulties (MD) in problem solving. Children's posttest solution accuracy was compared on standardized and experimental measures as a function of strategy conditions. The study found that strategy conditions that combined verbal and visual strategies were most effective in improving problem-solving accuracy for children with MD, while the materials-only condition without explicit strategy instruction also led to improvements on experimental measures."
s_0010.pdf,Basic numerical skills in children with mathematics learning disabilities: A comparison of symbolic vs non-symbolic number magnitude processing,Laurence Rousselle; Marie-Pascale Noël,2007,This study compared the performance of children with mathematics learning disabilities (with and without comorbid reading disabilities) to normally achieving peers on tasks assessing basic numerical skills. The findings suggest that children with mathematics learning disabilities have difficulty in accessing number magnitude from symbols rather than in processing numerosity per se.
s_0022.pdf,Magnitude comparison in preschoolers: What counts? Influence of perceptual variables,Laurence Rousselle; Emmanuelle Palmers; Marie-Pascale Noël,2004,"This study examined numerosity comparison in 3-year-old children. The results showed no evidence that preschoolers use an analog number magnitude or an object-file mechanism to compare numerosities. Rather, their inability to compare sets controlled for surface area suggests that they rely on perceptual cues. Furthermore, the development of numerosity-based representations seems to be related to some understanding of the cardinality concept."
